row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,product_id,product_name,category,sub_category,country,city,state,region,sales,quantity,discount,profit
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,United States,Philadelphia,Pennsylvania,East,71.372,2,0.3,-1.0196
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,Binders,United States,Los Angeles,California,West,11.648,2,0.2,4.2224
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,United States,Los Angeles,California,West,90.57,3,0.0,11.7741
400,CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-10675,Anna Gayman,Consumer,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,United States,Houston,Texas,Central,2396.2656,4,0.32,-317.1528
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,United States,Philadelphia,Pennsylvania,East,3083.43,7,0.5,-1665.0522
1036,CA-2016-109820,2016-11-20,2016-11-22,First Class,AG-10390,Allen Goldenen,Consumer,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,United States,Cincinnati,Ohio,East,14.427,3,0.7,-10.5798
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,United States,Philadelphia,Pennsylvania,East,9.618,2,0.7,-7.0532
1012,CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,Philip Fox,Consumer,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,United States,Olympia,Washington,West,155.25,3,0.0,46.575
141,CA-2016-110366,2016-09-05,2016-09-07,Second Class,JD-15895,Jonathan Doherty,Corporate,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,United States,Philadelphia,Pennsylvania,East,82.8,2,0.2,10.35
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,United States,Philadelphia,Pennsylvania,East,124.2,3,0.2,15.525
195,CA-2015-131457,2015-10-31,2015-11-06,Standard Class,MZ-17515,Mary Zewe,Corporate,OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,United States,Redlands,California,West,14.28,7,0.0,6.7116
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,United States,Philadelphia,Pennsylvania,East,3.264,2,0.2,1.1016
1162,CA-2014-126522,2014-09-01,2014-09-05,Second Class,LT-16765,Larry Tron,Consumer,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,United States,Escondido,California,West,53.94,3,0.0,15.6426
626,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,United States,Dearborn,Michigan,Central,161.82,9,0.0,46.9278
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,United States,Philadelphia,Pennsylvania,East,86.304,6,0.2,9.7092
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,United States,Philadelphia,Pennsylvania,East,6.858,6,0.7,-5.715
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,United States,Philadelphia,Pennsylvania,East,15.76,2,0.2,3.546
348,CA-2017-134306,2017-07-08,2017-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,OFF-PA-10000249,Easy-staple paper,Office Supplies,Paper,United States,Lowell,Massachusetts,East,24.56,2,0.0,11.5432
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,OFF-PA-10000249,Easy-staple paper,Office Supplies,Paper,United States,Houston,Texas,Central,29.472,3,0.2,9.9468
582,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,TEC-PH-10004977,GE 30524EE4,Technology,Phones,United States,Denver,Colorado,West,470.376,3,0.2,52.9173
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,TEC-PH-10004977,GE 30524EE4,Technology,Phones,United States,Richardson,Texas,Central,1097.544,7,0.2,123.4737
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,United States,Richardson,Texas,Central,190.92,5,0.6,-147.963
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,United States,Houston,Texas,Central,113.328,9,0.2,35.415
370,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,United States,Manchester,Connecticut,East,1043.92,4,0.0,271.4192
193,CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,Mark Packer,Home Office,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,United States,New York City,New York,East,626.352,3,0.2,46.9764
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,United States,Houston,Texas,Central,532.3992,3,0.32,-46.9764
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,United States,Houston,Texas,Central,212.058,3,0.3,-15.147
1049,CA-2014-139192,2014-05-27,2014-06-01,Second Class,LC-16885,Lena Creighton,Consumer,TEC-PH-10000486,Plantronics HL10 Handset Lifter,Technology,Phones,United States,San Francisco,California,West,1113.504,12,0.2,125.2692
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,TEC-PH-10000486,Plantronics HL10 Handset Lifter,Technology,Phones,United States,Houston,Texas,Central,371.168,4,0.2,41.7564
320,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,United States,New York City,New York,East,275.94,6,0.0,80.0226
91,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,United States,Los Angeles,California,West,73.584,2,0.2,8.2782
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,United States,Naperville,Illinois,Central,147.168,4,0.2,16.5564
1134,US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,Joni Sundaresam,Home Office,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,United States,Philadelphia,Pennsylvania,East,124.608,4,0.2,-23.364
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,United States,Los Angeles,California,West,77.88,2,0.0,3.894
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,United States,Melbourne,Florida,South,95.616,2,0.2,9.5616
520,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,Dean Braden,Consumer,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,United States,Houston,Texas,Central,18.392,1,0.2,5.2877
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,United States,Eagan,Minnesota,Central,45.98,2,0.0,19.7714
736,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,United States,Seattle,Washington,West,27.936,4,0.2,9.4284
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,United States,Eagan,Minnesota,Central,17.46,2,0.0,8.2062
366,CA-2014-123344,2014-09-24,2014-09-29,Standard Class,JD-16060,Julia Dunbar,Consumer,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,United States,San Francisco,California,West,211.96,4,0.0,8.4784
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,United States,Westland,Michigan,Central,211.96,4,0.0,8.4784
783,US-2015-157014,2015-10-03,2015-10-06,Second Class,BM-11785,Bryan Mills,Consumer,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,United States,Columbus,Ohio,East,24.0,2,0.2,-2.7
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,United States,Troy,New York,East,30.0,2,0.0,3.3
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,United States,Dover,Delaware,East,45.0,3,0.0,4.95
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,United States,Dover,Delaware,East,21.8,2,0.0,6.104
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,United States,New Albany,Indiana,Central,38.22,6,0.0,17.9634
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,OFF-LA-10002762,Avery 485,Office Supplies,Labels,United States,New Albany,Indiana,Central,75.18,6,0.0,35.3346
140,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,United States,Roseville,California,West,43.12,14,0.0,20.6976
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,United States,New Albany,Indiana,Central,6.16,2,0.0,2.9568
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,United States,New Albany,Indiana,Central,89.99,1,0.0,17.0981
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,United States,New York City,New York,East,15.26,7,0.0,6.2566
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,United States,New York City,New York,East,1029.95,5,0.0,298.6855
956,CA-2017-119305,2017-11-30,2017-12-04,Standard Class,SW-20275,Scott Williamson,Consumer,OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,United States,Jackson,Mississippi,South,173.8,5,0.0,43.45
549,CA-2015-113173,2015-11-15,2015-11-17,Second Class,DK-13225,Dean Katz,Corporate,OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,United States,Chicago,Illinois,Central,250.272,9,0.2,15.642
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,United States,Troy,New York,East,208.56,6,0.0,52.14
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,OFF-PA-10001569,Xerox 232,Office Supplies,Paper,United States,Troy,New York,East,32.4,5,0.0,15.552
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,United States,Troy,New York,East,319.41,5,0.1,7.098
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,United States,Troy,New York,East,14.56,2,0.0,6.9888
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,United States,Troy,New York,East,48.48,4,0.2,16.362
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,United States,Troy,New York,East,1.68,1,0.0,0.84
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,United States,Los Angeles,California,West,13.98,2,0.0,6.1512
888,CA-2017-150707,2017-10-14,2017-10-19,Standard Class,EL-13735,Ed Ludwig,Home Office,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,United States,Columbia,Maryland,East,37.66,7,0.0,18.4534
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,United States,Los Angeles,California,West,25.824,6,0.2,9.3612
653,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,United States,New York City,New York,East,97.82,2,0.0,45.9754
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,United States,Los Angeles,California,West,146.73,3,0.0,68.9631
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,United States,Los Angeles,California,West,79.76,4,0.0,22.3328
1068,CA-2016-157686,2016-10-01,2016-10-02,First Class,BD-11620,Brian DeCherney,Consumer,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,United States,San Francisco,California,West,194.848,4,0.2,12.178
129,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,Lindsay Shagiari,Home Office,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,United States,Los Angeles,California,West,81.424,2,0.2,-9.1602
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,United States,Chicago,Illinois,Central,213.115,5,0.3,-15.2225
68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,United States,Gilbert,Arizona,West,1113.024,8,0.2,111.3024
69,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,United States,Gilbert,Arizona,West,167.968,4,0.2,62.988
652,CA-2016-132661,2016-10-23,2016-10-29,Standard Class,SR-20740,Steven Roelle,Home Office,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,United States,New York City,New York,East,379.4,10,0.0,178.318
70,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,United States,Springfield,Virginia,South,75.88,2,0.0,35.6636
1161,CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,Alex Avila,Consumer,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,United States,Minneapolis,Minnesota,Central,11.54,2,0.0,5.77
659,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,United States,Aurora,Illinois,Central,2.308,2,0.8,-3.462
71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Henry MacAllister,Consumer,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,United States,New York City,New York,East,4.616,1,0.2,1.731
72,CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,Tracy Blumstein,Consumer,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,United States,Jackson,Michigan,Central,19.05,3,0.0,8.763
